height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
2,5,(*00),0,0,(odd),____0
1,1,4,4,4,d,_
2,5,(*99),81,1,(odd),____1
8,41,(+(+2(+(+1(*(+0(+73))(+0(+73))))0))(*66)),139,9,(o(od(o(od(o(od(odd))(od(odd))))d))(odd)),___________________00_______0001_13____69
7,29,(+(+0(*(*(+04)(*0(+00)))4))9),9,9,(o(od(o(o(odd)(od(odd)))d))d),_____________4_______000_00_9
2,5,(+55),10,0,(odd),____0
3,9,(*(+22)0),0,0,(o(odd)d),______4_0
6,45,(*(+6(*(+(+00)1)(+01)))(+6(*(+(+00)1)(+01)))),49,9,(o(od(o(o(odd)d)(odd)))(od(o(o(odd)d)(odd)))),_____________0_1____117___________0_1____1179
3,9,(*5(*99)),405,5,(od(odd)),_______15
1,1,0,0,0,d,_
2,5,(*22),4,4,(odd),____4
4,21,(+(+(+35)9)(*(+56)7)),94,4,(o(o(odd)d)(o(odd)d)),________8_7______1_74
3,9,(*(+22)5),20,0,(o(odd)d),______4_0
1,1,5,5,5,d,_
9,49,(+(*5(*(*0(+(*(+18)8)(+(*9(+78))(*3(*10)))))2))9),9,9,(o(od(o(od(o(o(odd)d)(o(od(odd))(od(odd)))))d))d),__________________9_2_________55_______00570_00_9
6,29,(+5(*(*(+00)3)(*(+3(+53))2))),5,5,(od(o(o(odd)d)(o(od(odd))d))),___________0_0_________81_205
1,1,0,0,0,d,_
3,9,(*2(*55)),50,0,(od(odd)),_______50
1,1,0,0,0,d,_
2,5,(+22),4,4,(odd),____4
2,5,(+55),10,0,(odd),____0
9,53,(*(+(*(+(*65)(+(+3(+(+60)1))(*1(+15))))(*(+88)0))2)4),8,8,(o(o(o(o(odd)(o(od(o(odd)d))(od(odd))))(o(odd)d))d)d),____________0___________6_70_______6666______6_00_2_8
2,5,(+66),12,2,(odd),____2
4,17,(+2(*(+55)(+25))),72,2,(od(o(odd)(odd))),_________0____702
4,13,(+2(*(+55)7)),72,2,(od(o(odd)d)),_________0_02
1,1,0,0,0,d,_
5,21,(+2(+(*00)(+2(*16)))),10,0,(od(o(odd)(od(odd)))),_________0_______6880
1,1,3,3,3,d,_
1,1,6,6,6,d,_
4,13,(+2(*(+51)7)),44,4,(od(o(odd)d)),_________6_24
1,1,7,7,7,d,_
3,9,(+(+22)3),7,7,(o(odd)d),______4_7
4,13,(*0(+(+02)4)),0,0,(od(o(odd)d)),_________2_60
4,17,(*0(+(+02)(+00))),0,0,(od(o(odd)(odd))),_________2____020
6,21,(+(*(*(+(+18)8)6)3)8),314,4,(o(o(o(o(odd)d)d)d)d),____________9_7_2_6_4
2,5,(+27),9,9,(odd),____9
2,5,(+00),0,0,(odd),____0
3,9,(*(+01)0),0,0,(o(odd)d),______1_0
3,9,(+(+22)1),5,5,(o(odd)d),______4_5
1,1,9,9,9,d,_
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
1,1,2,2,2,d,_
5,21,(*0(+(+02)(+(+87)3))),0,0,(od(o(odd)(o(odd)d))),_________2______5_800
3,9,(+(+42)1),7,7,(o(odd)d),______6_7
7,41,(+(+(+1(*(+(*52)7)5))1)(*(*(+16)4)(+77))),479,9,(o(o(od(o(o(odd)d)d))d)(o(o(odd)d)(odd))),_______________0_7_56_7________7_8____429
4,17,(+(+52)(*(+18)8)),79,9,(o(odd)(o(odd)d)),______7______9_29
2,5,(+09),9,9,(odd),____9
2,5,(+26),8,8,(odd),____8
2,5,(+66),12,2,(odd),____2
3,9,(*5(*42)),40,0,(od(odd)),_______80
4,13,(*2(+(*80)4)),8,8,(od(o(odd)d)),_________0_48
6,21,(*(*2(*5(*(*00)0)))0),0,0,(o(od(od(o(odd)d)))d),______________0_000_0
5,17,(*(+(+3(+97))6)4),100,0,(o(o(od(odd))d)d),___________69_5_0
1,1,5,5,5,d,_
3,9,(+(+22)9),13,3,(o(odd)d),______4_3
4,17,(+2(+(*20)(+00))),2,2,(od(o(odd)(odd))),_________0____002
1,1,1,1,1,d,_
4,13,(+8(+9(+18))),26,6,(od(od(odd))),__________986
5,21,(*0(+(+02)(+(+88)3))),0,0,(od(o(odd)(o(odd)d))),_________2______6_910
4,21,(*(+9(+74))(*(+49)7)),1820,0,(o(od(odd))(o(odd)d)),_________10______3_10
2,5,(*08),0,0,(odd),____0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
2,5,(*00),0,0,(odd),____0
6,33,(+(*83)(+(+65)(*(+93)(+7(*99))))),1091,1,(o(odd)(o(odd)(o(odd)(od(odd))))),______4______1______2_______18671
2,5,(+77),14,4,(odd),____4
4,13,(+8(+9(*18))),25,5,(od(od(odd))),__________875
9,73,(*7(*(+(+(+5(+67))(*(+08)7))(*(*(*06)6)(+(+(*15)5)(*(+45)(*9(*99))))))0)),0,0,(od(o(o(o(od(odd))(o(odd)d))(o(o(odd)d)(o(o(odd)d)(o(odd)(od(odd))))))d)),________________38______8_64________0_0________5_0______9_______191104_00
4,17,(+(+22)(*(+18)8)),76,6,(o(odd)(o(odd)d)),______4______9_26
1,1,8,8,8,d,_
4,17,(*(*(*13)(*82))7),336,6,(o(o(odd)(odd))d),________3____68_6
3,9,(+(+62)3),11,1,(o(odd)d),______8_1
3,9,(*5(*41)),20,0,(od(odd)),_______40
7,41,(+(+(+1(*(+(*22)7)5))1)(*(*(+16)4)(+77))),449,9,(o(o(od(o(o(odd)d)d))d)(o(o(odd)d)(odd))),_______________4_1_56_7________7_8____429
1,1,0,0,0,d,_
6,21,(*(*2(*5(*(*00)6)))1),0,0,(o(od(od(o(odd)d)))d),______________0_000_0
2,5,(*88),64,4,(odd),____4
4,17,(+2(*(+55)(+55))),102,2,(od(o(odd)(odd))),_________0____002
10,45,(*2(+(*8(*44))(*(*0(*0(+8(*7(*(*30)1)))))2))),256,6,(od(o(od(odd))(o(od(od(od(od(o(odd)d)))))d))),____________68____________________0_00800_086
6,29,(*(*(+37)(*(*4(+38))4))(+70)),12320,0,(o(o(odd)(o(od(odd))d))(odd)),________0_________14_60____70
6,29,(+(+(*(*5(+18))4)(+(+60)1))1),188,8,(o(o(o(od(odd))d)(o(odd)d))d),_____________95_0______6_77_8
2,5,(*44),16,6,(odd),____6
4,17,(+2(+(*20)(+20))),4,4,(od(o(odd)(odd))),_________0____224
7,41,(*(*(+1(*(+(*22)7)5))1)(*(*(+16)4)(+77))),21952,2,(o(o(od(o(o(odd)d)d))d)(o(o(odd)d)(odd))),_______________4_1_56_6________7_8____422
3,9,(*5(*44)),80,0,(od(odd)),_______60
1,1,0,0,0,d,_
4,17,(+2(+(*00)(+20))),4,4,(od(o(odd)(odd))),_________0____224
2,5,(*50),0,0,(odd),____0
3,9,(+(+92)2),13,3,(o(odd)d),______1_3
2,5,(*10),0,0,(odd),____0
9,45,(*0(+4(*0(+(*(+(+7(*47))5)(+8(+95)))(+66))))),0,0,(od(od(od(o(o(o(od(odd))d)(od(odd)))(odd))))),______________________85_0_______420____22040
7,41,(+(*(+9(+(+43)(*53)))(*0(*3(+3(+61)))))0),0,0,(o(o(od(o(odd)(odd)))(od(od(od(odd)))))d),_____________7____521_____________70000_0
9,45,(+0(+4(*0(+(*(+(+7(*47))5)(+8(+95)))(+66))))),4,4,(od(od(od(o(o(o(od(odd))d)(od(odd)))(odd))))),______________________85_0_______420____22044
8,37,(*(+(+(*(+(+1(+28))7)1)3)(*96))(*19)),675,5,(o(o(o(o(o(od(odd))d)d)d)(odd))(odd)),_________________01_8_8_1____45____95
1,1,6,6,6,d,_
2,5,(+16),7,7,(odd),____7
3,9,(*5(*00)),0,0,(od(odd)),_______00
1,1,1,1,1,d,_
6,33,(*(*1(*0(*6(+34))))(+1(*(+85)0))),0,0,(o(od(od(od(odd))))(od(o(odd)d))),_______________7200_________3_010
4,13,(+2(*(+17)5)),42,2,(od(o(odd)d)),_________8_02
6,29,(*(*2(*(*(*00)0)(*(*00)0)))0),0,0,(o(od(o(o(odd)d)(o(odd)d)))d),_____________0_0______0_000_0
2,5,(*99),81,1,(odd),____1
5,21,(*2(+(*00)(+2(*16)))),16,6,(od(o(odd)(od(odd)))),_________0_______6886
3,9,(*0(+24)),0,0,(od(odd)),_______60
1,1,5,5,5,d,_
1,1,5,5,5,d,_
6,21,(*(*2(*5(*(*86)1)))8),3840,0,(o(od(od(o(odd)d)))d),______________8_800_0
7,33,(*(+(+(*(+(*28)7)1)3)(*96))(*19)),720,0,(o(o(o(o(o(odd)d)d)d)(odd))(odd)),______________6_3_3_6____40____90
2,5,(*34),12,2,(odd),____2
2,5,(*74),28,8,(odd),____8
1,1,4,4,4,d,_
8,37,(*(+(+(*(+(+1(+88))7)1)3)(*96))(*19)),729,9,(o(o(o(o(o(od(odd))d)d)d)(odd))(odd)),_________________67_4_4_7____41____99
7,41,(+(*(+1(*(+(*22)7)5))1)(*(*(+16)4)(+77))),448,8,(o(o(od(o(o(odd)d)d))d)(o(o(odd)d)(odd))),_______________4_1_56_6________7_8____428
1,1,8,8,8,d,_
4,29,(*(+(+86)(*44))(*(+29)(*77))),16170,0,(o(o(odd)(odd))(o(odd)(odd))),________4____60______1____990
7,29,(*(*27)(+8(*3(*(+9(*93))3)))),4648,8,(o(odd)(od(od(o(od(odd))d)))),______4_______________76_8428
2,5,(*13),3,3,(odd),____3
1,1,5,5,5,d,_
4,13,(*9(*8(+64))),720,0,(od(od(odd))),__________000
10,53,(+5(*(+9(*(*(*(*(+01)0)5)4)(+(+(*4(*9(+70)))5)5)))8)),77,7,(od(o(od(o(o(o(o(odd)d)d)d)(o(o(od(od(odd)))d)d)))d)),____________________1_0_0_0______________732_7_209_27
1,1,0,0,0,d,_
1,1,6,6,6,d,_
8,33,(*5(+4(+(*(*(+(+34)5)2)4)(+58)))),565,5,(od(od(o(o(o(o(odd)d)d)d)(odd)))),__________________7_2_4_6____3935
3,9,(*9(*07)),0,0,(od(odd)),_______00
2,5,(*08),0,0,(odd),____0
1,1,9,9,9,d,_
2,5,(*33),9,9,(odd),____9
2,5,(+16),7,7,(odd),____7
5,17,(+8(+(+(+88)3)8)),35,5,(od(o(o(odd)d)d)),___________6_9_75
3,9,(*9(+07)),63,3,(od(odd)),_______73
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
1,1,2,2,2,d,_
2,5,(*14),4,4,(odd),____4
7,45,(*(+43)(+(*1(+62))(*(*6(*27))(*5(+(+22)0))))),11816,6,(o(odd)(o(od(odd))(o(od(odd))(od(o(odd)d))))),______7_________88_________44_________4_40086
1,1,6,6,6,d,_
2,5,(+90),9,9,(odd),____9
7,33,(*0(*(*(*2(+(*73)(*69)))(+37))1)),0,0,(od(o(o(od(o(odd)(odd)))(odd))d)),________________1____450____00_00
1,1,1,1,1,d,_
9,37,(*(*(+(*3(+1(+(+1(*09))1)))(+01))1)8),80,0,(o(o(o(od(od(o(od(odd))d)))(odd))d)d),_____________________01_239____10_0_0
4,29,(+(+(+86)(*44))(*(+29)(*77))),569,9,(o(o(odd)(odd))(o(odd)(odd))),________4____60______1____999
3,9,(+9(*07)),9,9,(od(odd)),_______09
2,5,(+77),14,4,(odd),____4
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
2,5,(+48),12,2,(odd),____2
5,17,(+7(+(+(+24)8)7)),28,8,(od(o(o(odd)d)d)),___________6_4_18
2,5,(+20),2,2,(odd),____2
1,1,0,0,0,d,_
2,5,(+00),0,0,(odd),____0
3,9,(+9(*00)),9,9,(od(odd)),_______09
1,1,0,0,0,d,_
6,29,(*1(+(*(+0(+56))7)(+(*51)9))),91,1,(od(o(o(od(odd))d)(o(odd)d))),______________11_7______5_411
5,17,(+8(+(+(+08)3)8)),27,7,(od(o(o(odd)d)d)),___________8_1_97
3,9,(*9(*00)),0,0,(od(odd)),_______00
8,33,(*(*(+(*3(+0(+1(*09))))1)(+01))1),4,4,(o(o(o(od(od(od(odd))))d)(odd))d),___________________0113_4____14_4
1,1,0,0,0,d,_
2,5,(*90),0,0,(odd),____0
2,5,(+00),0,0,(odd),____0
2,5,(+88),16,6,(odd),____6
1,1,5,5,5,d,_
2,5,(*50),0,0,(odd),____0
5,17,(+8(+(+2(+83))8)),29,9,(od(o(od(odd))d)),____________13_19
4,29,(+(+(+86)(*94))(*(+29)(*77))),589,9,(o(o(odd)(odd))(o(odd)(odd))),________4____60______1____999
6,21,(*2(*(*2(+6(*11)))8)),224,4,(od(o(od(od(odd)))d)),_______________174_24
8,53,(+(+(*20)(*(+(*0(+12))(*(+4(*27))3))(+(*5(*53))6)))6),4380,0,(o(o(odd)(o(o(od(odd))(o(od(odd))d))(o(od(odd))d)))d),________0___________30_________48_44_________55_144_0
2,5,(+62),8,8,(odd),____8
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
2,5,(+11),2,2,(odd),____2
1,1,3,3,3,d,_
8,45,(+6(+(*(*(+31)(*6(*25)))(*(*3(+2(+02)))0))2)),8,8,(od(o(o(o(odd)(od(odd)))(o(od(od(odd)))d))d)),_____________4_______000____________242_00_28
6,29,(+1(*(+2(+(*73)(*69)))(+37))),771,1,(od(o(od(o(odd)(odd)))(odd))),______________1____457____001
1,1,2,2,2,d,_
2,5,(*52),10,0,(odd),____0
10,57,(+(+(+(+(*(*(+31)(*6(*25)))(*(*3(+2(+02)))0))2)5)(*29))5),30,0,(o(o(o(o(o(o(odd)(od(odd)))(o(od(od(odd)))d))d)d)(odd))d),________________4_______000____________242_00_2_7____85_0
4,13,(*(*(+01)0)0),0,0,(o(o(odd)d)d),________1_0_0
6,29,(+1(*(+2(+(*93)(*69)))(+37))),831,1,(od(o(od(o(odd)(odd)))(odd))),______________7____413____001
6,21,(*2(*(*2(+6(*16)))8)),384,4,(od(o(od(od(odd)))d)),_______________624_24
2,5,(+14),5,5,(odd),____5
9,69,(*(*(+(*3(+1(+(+1(*09))(*11))))(+(*81)0))(*(*(*16)(+03))(*1(+60))))5),9180,0,(o(o(o(od(od(o(od(odd))(odd))))(o(odd)d))(o(o(odd)(odd))(od(odd))))d),_____________________01____1239______8_87________6____38_______6686_0
2,5,(+43),7,7,(odd),____7
1,1,7,7,7,d,_
10,53,(+5(*(+9(*(*(*(*(+01)0)1)4)(+(+(*4(*9(+70)))5)5)))8)),77,7,(od(o(od(o(o(o(o(odd)d)d)d)(o(o(od(od(odd)))d)d)))d)),____________________1_0_0_0______________732_7_209_27
6,29,(*1(*(+2(+(*73)(*69)))(+37))),770,0,(od(o(od(o(odd)(odd)))(odd))),______________1____457____000
6,29,(*1(*(*2(+(*73)(*69)))(+37))),1500,0,(od(o(od(o(odd)(odd)))(odd))),______________1____450____000
3,9,(*(*44)4),64,4,(o(odd)d),______6_4
9,37,(+8(*(*(+(*9(*(+2(+76))8))2)2)(+74))),23812,2,(od(o(o(o(od(o(od(odd))d))d)d)(odd))),_____________________35_00_2_4____142
3,9,(*(+37)3),30,0,(o(odd)d),______0_0
2,5,(*00),0,0,(odd),____0
2,5,(*32),6,6,(odd),____6
1,1,4,4,4,d,_
2,5,(*91),9,9,(odd),____9
4,13,(+0(+(+88)3)),19,9,(od(o(odd)d)),_________6_99
3,9,(*(*42)4),32,2,(o(odd)d),______8_2
4,13,(*8(*2(+88))),256,6,(od(od(odd))),__________626
1,1,4,4,4,d,_
2,5,(+62),8,8,(odd),____8
1,1,0,0,0,d,_
3,9,(+5(*09)),5,5,(od(odd)),_______05
1,1,2,2,2,d,_
1,1,3,3,3,d,_
2,5,(+77),14,4,(odd),____4
1,1,4,4,4,d,_
3,9,(*(*00)4),0,0,(o(odd)d),______0_0
3,9,(+(*42)0),8,8,(o(odd)d),______8_8
2,5,(+31),4,4,(odd),____4
4,13,(*(+(*99)1)8),656,6,(o(o(odd)d)d),________1_2_6
3,9,(+8(*46)),32,2,(od(odd)),_______42
8,37,(+(+(+35)(*5(+(+4(*(+30)(*70)))5)))3),56,6,(o(o(odd)(od(o(od(o(odd)(odd)))d)))d),________8______________3____004_953_6
7,41,(+(+(*(*(*(*61)6)4)6)(*(*(*(*61)6)4)6))4),1732,2,(o(o(o(o(o(odd)d)d)d)(o(o(o(odd)d)d)d))d),______________6_6_4_4__________6_6_4_48_2
3,13,(+(*11)(*11)),2,2,(o(odd)(odd)),______1____12
2,5,(*71),7,7,(odd),____7
2,5,(*62),12,2,(odd),____2
2,5,(+38),11,1,(odd),____1
2,5,(*44),16,6,(odd),____6
7,33,(*(+03)(+(*93)(+(+(*(+34)9)4)1))),285,5,(o(odd)(o(odd)(o(o(o(odd)d)d)d))),______3______7__________7_3_7_855
3,9,(+(*01)0),0,0,(o(odd)d),______0_0
2,5,(+14),5,5,(odd),____5
3,9,(*(*99)1),81,1,(o(odd)d),______1_1
2,5,(+66),12,2,(odd),____2
1,1,2,2,2,d,_
1,1,0,0,0,d,_
10,69,(*(+(*(+(*0(+1(*00)))(+43))(+7(+(+(*(*36)1)2)(+6(*2(*(+35)3))))))9)5),2880,0,(o(o(o(o(od(od(odd)))(odd))(od(o(o(o(odd)d)d)(od(od(o(odd)d))))))d)d),__________________010____77_____________8_8_0____________8_484417_6_0
3,9,(+1(*91)),10,0,(od(odd)),_______90
3,13,(+(*11)(*91)),10,0,(o(odd)(odd)),______1____90
1,1,9,9,9,d,_
8,61,(*(+(*(+54)(*20))(*43))(+7(+(+(*(*36)1)2)(+6(*2(*(+35)3)))))),972,2,(o(o(o(odd)(odd))(odd))(od(o(o(o(odd)d)d)(od(od(o(odd)d)))))),__________9____00____22_____________8_8_0____________8_484412
2,5,(*36),18,8,(odd),____8
2,5,(*54),20,0,(odd),____0
3,13,(*(+00)(+03)),0,0,(o(odd)(odd)),______0____30
2,5,(*11),1,1,(odd),____1
10,65,(*(+(*(+54)(*23))(+(*43)(+7(+(+(*(*36)1)2)(+6(*2(*(+35)3)))))))7),1029,9,(o(o(o(odd)(odd))(o(odd)(od(o(o(o(odd)d)d)(od(od(o(odd)d)))))))d),__________9____64______2_____________8_8_0____________8_4844137_9
3,9,(*(+66)4),48,8,(o(odd)d),______2_8
1,1,8,8,8,d,_
1,1,6,6,6,d,_
2,5,(+88),16,6,(odd),____6
2,5,(*66),36,6,(odd),____6
2,5,(+55),10,0,(odd),____0
3,13,(+(*91)(*91)),18,8,(o(odd)(odd)),______9____98
3,9,(+(*00)4),4,4,(o(odd)d),______0_4
8,61,(*(+(*(+54)(*(+01)4))3)(+7(+(+(*(*36)1)2)(+6(*2(*(+35)3)))))),3159,9,(o(o(o(odd)(o(odd)d))d)(od(o(o(o(odd)d)d)(od(od(o(odd)d)))))),__________9______1_46_9_____________8_8_0____________8_484419
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
1,1,7,7,7,d,_
9,45,(+(*(*31)(*(*(*0(*(+34)(*7(+62))))0)3))(*04)),0,0,(o(o(odd)(o(o(od(o(odd)(od(odd))))d)d))(odd)),________3_____________7_______8620_0_00____00
3,9,(*(+84)6),72,2,(o(odd)d),______2_2
6,21,(+(+(*(+9(*83))5)8)8),181,1,(o(o(o(od(odd))d)d)d),_____________43_5_3_1
4,13,(+(+6(+88))5),27,7,(o(od(odd))d),_________62_7
4,13,(+(+(*99)1)8),90,0,(o(o(odd)d)d),________1_2_0
1,1,6,6,6,d,_
2,5,(*91),9,9,(odd),____9
3,9,(+5(+00)),5,5,(od(odd)),_______05
7,41,(+(+(*(*(*(*11)6)4)6)(*(*(*(*61)6)4)6))4),1012,2,(o(o(o(o(o(odd)d)d)d)(o(o(o(odd)d)d)d))d),______________1_6_4_4__________6_6_4_48_2
8,37,(*(+(+35)(*5(+(+4(*(+30)(*70)))5)))3),159,9,(o(o(odd)(od(o(od(o(odd)(odd)))d)))d),________8______________3____004_953_9
5,21,(*(*32)(*0(+2(*71)))),0,0,(o(odd)(od(od(odd)))),______6__________7900
7,29,(+(+2(+(*(+32)(+(+20)6))9))5),56,6,(o(od(o(o(odd)(o(odd)d))d))d),_____________5______2_80_91_6
3,13,(+(+00)(+00)),0,0,(o(odd)(odd)),______0____00
3,9,(+(*44)0),16,6,(o(odd)d),______6_6
4,13,(+(*6(+88))5),101,1,(o(od(odd))d),_________66_1
3,13,(*(+03)(+03)),9,9,(o(odd)(odd)),______3____39
1,1,6,6,6,d,_
2,5,(+00),0,0,(odd),____0
4,13,(+(+6(+86))5),25,5,(o(od(odd))d),_________40_5
3,9,(*(*60)4),0,0,(o(odd)d),______0_0
3,9,(+5(+70)),12,2,(od(odd)),_______72
3,9,(*(*19)1),9,9,(o(odd)d),______9_9
3,9,(+(*04)0),0,0,(o(odd)d),______0_0
2,5,(*00),0,0,(odd),____0
2,5,(+22),4,4,(odd),____4
1,1,5,5,5,d,_
1,1,1,1,1,d,_
3,9,(+(*42)6),14,4,(o(odd)d),______8_4
2,5,(+44),8,8,(odd),____8
3,9,(*(+03)5),15,5,(o(odd)d),______3_5
3,9,(*(+68)4),56,6,(o(odd)d),______4_6
2,5,(*11),1,1,(odd),____1
3,9,(+(*40)0),0,0,(o(odd)d),______0_0
2,5,(+11),2,2,(odd),____2
1,1,0,0,0,d,_
4,13,(+3(*4(+38))),47,7,(od(od(odd))),__________147
1,1,5,5,5,d,_
1,1,3,3,3,d,_
2,5,(+06),6,6,(odd),____6
1,1,3,3,3,d,_
5,21,(+0(*(+1(*10))(+05))),5,5,(od(o(od(odd))(odd))),____________01____555
6,25,(+8(+9(*(+(+66)0)(+00)))),17,7,(od(od(o(o(odd)d)(odd)))),______________2_2____0097
6,29,(+8(+9(*(+(+66)0)(+0(+66))))),161,1,(od(od(o(o(odd)d)(od(odd))))),______________2_2_______22431
7,41,(+(*(*(+(+80)1)3)2)(*(*(*(+(*44)4)1)7)3)),474,4,(o(o(o(o(odd)d)d)d)(o(o(o(o(odd)d)d)d)d)),____________8_9_7_4____________6_0_0_0_04
3,9,(+(*60)3),3,3,(o(odd)d),______0_3
5,21,(*(*1(+(+88)(+85)))4),116,6,(o(od(o(odd)(odd)))d),___________6____399_6
2,5,(*50),0,0,(odd),____0
6,21,(+8(+9(*(*(+63)7)1))),80,0,(od(od(o(o(odd)d)d))),______________9_3_320
1,1,8,8,8,d,_
4,21,(+(+(*99)6)(+7(*53))),109,9,(o(o(odd)d)(od(odd))),________1_7_______529
1,1,9,9,9,d,_
5,17,(*7(+6(+(+67)5))),168,8,(od(od(o(odd)d))),____________3_848
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
1,1,6,6,6,d,_
2,5,(+06),6,6,(odd),____6
6,25,(+8(+9(*(*(+66)7)(+00)))),17,7,(od(od(o(o(odd)d)(odd)))),______________2_4____0097
2,5,(+64),10,0,(odd),____0
1,1,8,8,8,d,_
1,1,7,7,7,d,_
2,5,(+08),8,8,(odd),____8
5,17,(+7(*(+(+15)7)4)),59,9,(od(o(o(odd)d)d)),___________6_3_29
3,9,(+7(+67)),20,0,(od(odd)),_______30
3,9,(*(*01)1),0,0,(o(odd)d),______0_0
1,1,4,4,4,d,_
1,1,9,9,9,d,_
2,5,(+83),11,1,(odd),____1
4,13,(*0(+4(*55))),0,0,(od(od(odd))),__________590
1,1,1,1,1,d,_
2,5,(*73),21,1,(odd),____1
2,5,(*64),24,4,(odd),____4
2,5,(*22),4,4,(odd),____4
3,9,(*(*11)1),1,1,(o(odd)d),______1_1
6,29,(+8(+9(*(*(+63)7)(+7(+09))))),1025,5,(od(od(o(o(odd)d)(od(odd))))),______________9_3_______96875
4,13,(*0(+4(*35))),0,0,(od(od(odd))),__________590
1,1,1,1,1,d,_
1,1,0,0,0,d,_
2,5,(+55),10,0,(odd),____0
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
2,5,(*22),4,4,(odd),____4
7,45,(*(*(*23)(+(*13)(+(+(*65)(+28))3)))(+0(+28))),2760,0,(o(o(odd)(o(odd)(o(o(odd)(odd))d)))(od(odd))),________6______3________0____00_366_______000
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
2,5,(*11),1,1,(odd),____1
10,73,(*1(*(*(*(*2(+(+68)(*73)))1)(*9(+(*1(+83))(+(+(*(*88)6)6)(+(*30)4)))))0)),0,0,(od(o(o(o(od(o(odd)(odd)))d)(od(o(od(odd))(o(o(o(odd)d)d)(o(odd)d)))))d)),__________________4____150_0____________11__________4_4_0______0_44550_00
2,5,(*33),9,9,(odd),____9
2,5,(+24),6,6,(odd),____6
2,5,(+30),3,3,(odd),____3
5,17,(*7(+6(+(+77)5))),175,5,(od(od(o(odd)d))),____________4_955
2,5,(+01),1,1,(odd),____1
2,5,(+00),0,0,(odd),____0
10,57,(+(*(*57)7)(*(+(+09)(*7(*(*(+08)(*2(*9(*50))))0)))(+67))),362,2,(o(o(odd)d)(o(o(odd)(od(o(o(odd)(od(od(odd))))d)))(odd))),________5_5________9___________8__________0000_009____372
5,21,(+0(*(+1(*00))(+05))),5,5,(od(o(od(odd))(odd))),____________01____555
5,21,(*(*1(+(+98)(+95)))4),124,4,(o(od(o(odd)(odd)))d),___________7____411_4
2,5,(*33),9,9,(odd),____9
4,17,(+(+1(+76))(*48)),46,6,(o(od(odd))(odd)),_________34____26
7,41,(+0(+(+1(*(+33)5))(*(*(*(*36)(*68))3)9))),23359,9,(od(o(od(o(odd)d))(o(o(o(odd)(odd))d)d))),______________6_01__________8____84_2_899
5,21,(*(*1(+(+88)4))(+85)),260,0,(o(od(o(odd)d))(odd)),___________6_00____30
2,5,(*06),0,0,(odd),____0
4,13,(+(+(*80)8)5),13,3,(o(o(odd)d)d),________0_8_3
1,1,2,2,2,d,_
5,21,(*(*1(+(+88)(+95)))4),120,0,(o(od(o(odd)(odd)))d),___________6____400_0
2,5,(+11),2,2,(odd),____2
2,5,(+20),2,2,(odd),____2
5,17,(+3(+6(*(+87)4))),69,9,(od(od(o(odd)d))),____________5_069
5,29,(+(*(+(+15)7)4)(*(+(+15)7)4)),104,4,(o(o(o(odd)d)d)(o(o(odd)d)d)),__________6_3_2________6_3_24
2,5,(+55),10,0,(odd),____0
1,1,4,4,4,d,_
2,5,(+40),4,4,(odd),____4
2,5,(*00),0,0,(odd),____0
2,5,(+77),14,4,(odd),____4
10,73,(*1(*(*(*(*2(+(+68)(*73)))1)(*9(+(*1(+83))(+(+(*(*98)6)6)(+(*30)4)))))0)),0,0,(od(o(o(o(od(o(odd)(odd)))d)(od(o(od(odd))(o(o(o(odd)d)d)(o(odd)d)))))d)),__________________4____150_0____________11__________2_2_8______0_42370_00
5,17,(*7(*6(+(+67)5))),756,6,(od(od(o(odd)d))),____________3_886
1,1,1,1,1,d,_
4,13,(+3(+1(+87))),19,9,(od(od(odd))),__________569
2,5,(*16),6,6,(odd),____6
5,17,(*7(+6(+(+77)7))),189,9,(od(od(o(odd)d))),____________4_179
2,5,(+37),10,0,(odd),____0
6,25,(+8(+9(*(+(+66)7)(+00)))),17,7,(od(od(o(o(odd)d)(odd)))),______________2_9____0097
2,5,(*77),49,9,(odd),____9
2,5,(+83),11,1,(odd),____1
3,9,(+(*00)3),3,3,(o(odd)d),______0_3
6,29,(+8(+9(*(*(+66)7)(+7(+09))))),1361,1,(od(od(o(o(odd)d)(od(odd))))),______________2_4_______96431
8,53,(+(+6(*9(*(*(*05)3)1)))(+2(+(+(*(*(*12)4)(+30))6)9))),47,7,(o(od(od(o(o(odd)d)d)))(od(o(o(o(o(odd)d)(odd))d)d))),________________0_0_006_______________2_8____34_0_917
4,13,(+(+(*44)4)3),23,3,(o(o(odd)d)d),________6_0_3
2,5,(*33),9,9,(odd),____9
3,9,(*8(*51)),40,0,(od(odd)),_______50
1,1,9,9,9,d,_
2,5,(+00),0,0,(odd),____0
4,17,(+(+(*00)(*00))0),0,0,(o(o(odd)(odd))d),________0____00_0
1,1,6,6,6,d,_
